Step,Price,ManagerIncome,NbOp,NbSh
765,7.39,92.78,1,1
766,7.39,92.78,0,0
767,7.75,92.82,2,2
768,7.90,92.89,2,2
769,7.90,92.89,0,0
770,7.77,93.34,4,7
771,7.77,93.34,0,0
772,7.70,93.50,2,3
773,7.07,93.55,1,1
774,7.04,93.71,4,4
775,7.07,93.76,1,1
776,6.17,93.83,2,3
777,6.56,93.84,1,1
778,5.51,93.85,1,1
779,5.51,93.85,0,0
780,5.29,93.99,3,3
781,5.16,94.00,1,1
782,5.59,94.12,2,2
783,5.50,94.50,7,7
784,5.38,94.78,7,12
785,5.43,94.87,3,3
786,6.13,94.91,1,1
787,6.20,94.94,1,1
788,6.43,94.95,2,2
789,6.84,95.19,5,9
790,6.48,95.22,2,3
791,6.69,95.26,1,2
792,6.70,95.33,2,2
793,6.70,95.33,0,0
794,5.54,95.34,1,2
795,5.32,95.41,3,3
796,5.35,95.54,4,7
797,5.35,95.56,3,3
798,5.26,95.59,2,2
799,5.32,95.73,3,3
800,5.72,95.91,3,8
801,5.23,95.96,2,2
802,5.19,96.04,2,3
803,5.03,96.24,3,4
804,5.41,96.36,3,3
805,5.92,96.45,2,4
806,5.28,96.53,2,2
807,5.62,96.58,3,4
808,5.75,96.78,5,5
809,5.30,96.90,3,3
810,5.56,97.25,7,9
811,5.47,97.38,3,3
812,5.15,97.56,4,5
813,5.28,97.58,2,2
814,5.42,97.72,3,4
815,5.53,97.76,3,5
816,5.10,97.80,2,2
817,4.87,97.92,3,4
818,4.80,98.04,3,3
819,4.50,98.10,2,2
820,4.17,98.28,3,5
821,4.32,98.34,3,3
822,4.45,98.50,4,8
823,4.64,98.57,2,2
824,4.67,98.58,1,1
825,4.56,98.62,2,2
826,4.30,98.75,4,4
827,4.33,98.85,1,2
828,4.48,98.91,3,3
829,4.74,99.01,3,5
830,4.67,99.33,4,8
831,4.49,99.40,1,2
832,4.05,99.44,2,4
833,3.73,99.51,2,4
834,3.90,99.57,2,3
835,4.04,99.93,5,8
836,4.30,100.09,5,9
837,4.13,100.34,5,9
838,4.20,100.43,3,3
839,3.91,100.57,3,4
840,4.00,100.58,1,2
841,4.15,100.74,5,5
842,4.08,100.97,7,11
843,4.24,101.16,6,8
844,4.25,101.17,1,1
845,3.99,101.27,2,4
846,3.98,101.42,2,4
847,4.07,101.46,2,2
848,3.87,101.57,4,9
849,3.73,101.75,3,5
850,3.60,101.79,2,3
851,3.70,101.86,3,5
852,3.79,101.87,1,1
853,3.71,101.92,5,6
854,3.51,101.92,1,1
855,3.46,102.04,6,9
856,3.44,102.08,4,4
857,3.51,102.22,5,11
858,3.47,102.27,3,3
859,3.39,102.32,3,4
860,3.32,102.43,5,12
861,3.48,102.56,4,7
862,3.69,102.70,4,5
863,3.62,102.91,3,7
864,3.80,103.08,3,6
865,3.93,103.20,5,9
866,4.08,103.31,4,4
867,4.39,103.35,2,2
868,4.18,103.39,2,5
869,4.44,103.50,3,5
870,4.51,103.61,3,3
871,4.80,103.69,3,4
872,5.21,103.78,3,4
873,5.17,103.87,5,7
874,4.55,103.91,1,1
875,4.43,104.08,3,9
876,4.44,104.16,3,6
877,4.52,104.22,1,3
878,5.07,104.28,2,2
879,4.89,104.60,6,7
880,4.90,104.68,3,3
881,4.20,104.81,3,3
882,4.10,104.94,3,3
883,3.86,104.94,1,1
884,3.97,104.97,2,2
885,3.62,105.02,2,3
886,3.50,105.11,5,6
887,3.44,105.16,2,3
888,3.10,105.41,5,12
889,2.85,105.50,5,6
890,2.74,105.54,2,2
891,2.98,105.56,3,4
892,3.11,105.60,4,5
893,3.17,105.71,4,5
894,3.37,105.73,2,3
895,3.37,105.73,0,0
896,3.31,105.81,3,5
897,3.49,105.82,1,2
898,3.64,105.87,4,9
899,3.76,106.09,5,10
900,3.41,106.25,5,7
901,3.38,106.56,6,12
902,3.34,106.89,9,15
903,3.27,107.16,6,10
904,3.37,107.19,2,2
905,3.51,107.25,3,4
906,3.51,107.25,0,0
907,4.03,107.29,2,3
908,4.06,107.30,1,1
909,3.91,107.32,1,2
910,3.70,107.51,5,10
911,3.80,107.64,5,9
912,3.68,107.72,3,4
913,3.71,107.80,2,3
914,3.62,107.96,2,4
915,3.73,108.02,4,10
916,3.78,108.21,3,6
917,3.60,108.54,6,16
918,3.53,108.75,4,7
919,3.84,108.98,4,8
920,4.04,109.23,7,14
921,3.82,109.26,1,1
922,3.89,109.33,4,4
923,3.89,109.33,0,0
924,4.02,109.36,2,2
925,3.79,109.39,3,4
926,3.48,109.46,3,3
927,3.26,109.57,3,7
928,3.12,109.61,2,5
929,3.25,109.75,6,6
930,3.22,109.86,3,3
931,3.18,110.10,4,7
932,3.18,110.10,0,0
933,2.66,110.13,3,4
934,2.75,110.18,2,2
935,2.68,110.22,2,2
936,2.76,110.27,3,4
937,2.87,110.31,2,3
938,2.74,110.38,3,4
939,2.73,110.40,2,2
940,2.60,110.58,3,8
941,2.55,110.59,1,1
942,2.52,110.67,6,9
943,2.64,110.72,3,7
944,2.61,110.76,3,3
945,2.79,110.92,4,7
946,2.76,110.97,4,4
947,2.84,111.00,2,3
948,2.67,111.11,5,5
949,2.83,111.26,4,7
950,2.77,111.30,3,5
951,2.81,111.32,2,6
952,3.13,111.35,1,1
953,3.09,111.39,5,5
954,3.05,111.43,2,2
955,3.11,111.81,5,17
956,3.04,111.94,4,6
957,3.16,112.03,4,6
958,3.05,112.11,3,4
959,3.03,112.12,1,1
960,2.97,112.17,6,7
961,2.97,112.17,0,0
962,2.95,112.39,4,11
963,3.17,112.49,4,9
964,3.36,112.56,3,3
965,3.70,112.72,4,5
966,3.71,112.84,2,3
967,3.93,112.90,3,3
968,4.02,112.96,2,3
969,3.85,113.09,4,9
970,3.85,113.15,4,5
971,3.87,113.37,6,7
972,3.73,113.43,3,3
973,3.64,113.67,5,7
974,3.70,113.81,5,6
975,3.99,114.02,7,10
976,3.95,114.18,4,7
977,3.86,114.24,4,4
978,4.28,114.26,1,1
979,4.15,114.35,4,5
980,4.22,114.36,1,1
981,4.33,114.36,1,2
982,4.29,114.52,5,6
983,4.30,114.67,4,6
984,4.29,114.94,4,13
985,4.37,115.18,3,7
986,4.29,115.46,3,6
987,4.90,115.65,4,4
988,4.81,115.77,2,3
989,4.37,115.95,5,6
990,4.00,115.97,2,2
991,4.00,115.97,0,0
992,4.21,116.10,7,8
