Step,Price,ManagerIncome,NbOp,NbSh
99,0.99,20.64,5,12
100,0.98,20.80,14,35
101,0.98,20.91,8,21
102,0.95,21.07,11,35
103,0.91,21.17,6,21
104,1.01,21.31,10,25
105,0.97,21.41,6,12
106,1.00,21.65,9,31
107,1.01,21.76,8,30
108,1.04,21.86,9,19
109,1.07,21.90,6,6
110,1.09,21.99,6,25
111,1.07,22.22,15,33
112,1.07,22.45,10,29
113,1.04,22.70,10,35
114,1.04,22.85,9,27
115,1.06,22.93,8,22
116,0.99,23.17,9,30
117,0.91,23.26,7,18
118,0.94,23.39,16,38
119,0.91,23.54,12,37
120,0.90,23.75,10,28
121,0.88,23.82,10,20
122,0.89,23.92,10,29
123,0.90,24.01,8,17
124,0.85,24.22,10,37
125,0.82,24.29,8,20
126,0.80,24.38,13,25
127,0.79,24.47,12,24
128,0.81,24.54,6,23
129,0.77,24.63,10,23
130,0.79,24.71,12,26
131,0.79,24.77,8,17
132,0.84,24.96,10,23
133,0.83,25.00,5,22
134,0.85,25.15,9,27
135,0.84,25.37,9,38
136,0.82,25.53,11,28
137,0.87,25.63,10,19
138,0.89,25.73,7,12
139,0.88,25.84,10,26
140,0.90,26.05,15,47
141,0.88,26.20,9,25
142,0.89,26.35,13,41
143,0.88,26.52,11,27
144,0.94,26.65,6,18
145,0.97,26.90,7,31
146,0.97,27.01,8,26
147,0.91,27.24,8,31
148,0.95,27.45,10,31
149,0.96,27.64,11,27
150,0.97,27.76,11,26
151,1.04,27.88,11,22
152,1.02,28.16,6,25
153,1.06,28.30,8,24
154,1.04,28.49,10,46
155,0.99,28.62,8,22
156,1.04,28.71,5,16
157,1.06,28.77,8,23
158,1.02,29.07,9,29
159,1.05,29.24,10,26
160,1.04,29.45,10,30
161,1.03,29.57,6,16
162,1.10,29.69,9,20
163,1.11,29.81,11,22
164,1.16,29.86,4,8
165,1.15,30.04,12,21
166,1.15,30.12,6,15
167,1.10,30.17,5,7
168,1.10,30.34,7,21
169,1.12,30.52,9,35
170,1.15,30.69,7,20
171,1.22,30.93,8,17
172,1.20,31.01,5,17
173,1.15,31.21,7,24
174,1.20,31.33,8,17
175,1.20,31.48,12,27
176,1.17,31.53,3,10
177,1.14,31.69,8,25
178,1.16,32.04,13,57
179,1.10,32.13,6,13
180,1.06,32.34,10,30
181,1.09,32.47,12,28
182,1.15,32.55,8,16
183,1.18,32.75,8,33
184,1.16,32.88,7,15
185,1.15,32.99,10,18
186,1.20,33.19,8,24
187,1.30,33.29,5,10
188,1.30,33.47,11,27
189,1.34,33.56,9,16
190,1.32,33.67,5,12
191,1.31,33.75,8,18
192,1.30,33.91,9,28
193,1.23,34.08,6,15
194,1.29,34.22,9,27
195,1.29,34.41,12,41
196,1.34,34.47,8,19
197,1.32,34.64,4,12
198,1.32,34.92,15,36
199,1.30,35.05,4,15
200,1.35,35.17,7,22
201,1.44,35.31,10,17
202,1.36,35.79,8,31
203,1.36,36.01,9,27
204,1.30,36.32,7,25
205,1.35,36.58,10,27
206,1.45,36.76,10,24
207,1.45,36.92,10,25
208,1.39,37.00,8,17
209,1.45,37.13,7,23
210,1.30,37.27,7,16
211,1.27,37.44,11,27
212,1.28,37.53,12,25
213,1.24,37.60,8,16
214,1.17,37.96,12,33
215,1.19,38.24,10,30
216,1.19,38.43,13,25
217,1.26,38.51,7,14
218,1.23,38.62,7,16
219,1.21,38.83,12,34
220,1.20,39.01,10,30
221,1.16,39.07,8,16
222,1.11,39.19,9,25
223,1.07,39.30,8,22
224,1.06,39.42,10,21
225,1.06,39.57,10,24
226,1.06,39.77,12,29
227,1.08,40.22,12,47
228,1.10,40.38,10,25
229,1.11,40.51,6,22
230,1.11,40.86,11,42
231,1.14,41.09,11,27
232,1.15,41.29,12,39
233,1.20,41.48,8,19
234,1.17,41.55,6,24
235,1.23,41.65,8,16
236,1.28,41.79,8,18
237,1.22,41.94,11,27
238,1.22,42.06,7,29
239,1.19,42.12,8,17
240,1.14,42.19,4,14
241,1.18,42.31,9,20
242,1.23,42.44,9,19
243,1.24,42.55,5,13
244,1.22,42.64,7,20
245,1.20,42.75,10,21
246,1.13,42.91,10,26
247,1.17,43.19,10,37
248,1.19,43.42,15,29
249,1.25,43.54,7,20
250,1.21,43.73,9,30
251,1.23,43.96,7,18
252,1.23,44.10,11,25
253,1.23,44.27,10,26
254,1.25,44.33,2,7
255,1.31,44.68,12,32
256,1.37,44.85,6,18
257,1.39,44.96,4,10
258,1.34,45.21,11,26
259,1.31,45.29,6,10
260,1.30,45.33,5,6
261,1.37,45.46,6,26
262,1.40,45.64,4,15
263,1.43,45.84,11,32
264,1.51,45.94,6,13
265,1.47,45.99,5,14
266,1.49,46.04,5,11
267,1.52,46.18,8,18
268,1.55,46.26,2,12
269,1.49,46.51,8,17
270,1.37,46.98,9,33
271,1.37,47.13,7,20
272,1.37,47.31,10,30
273,1.37,47.63,11,36
274,1.33,47.72,7,12
275,1.27,47.84,7,12
276,1.27,48.11,9,33
277,1.29,48.32,8,20
278,1.28,48.55,9,22
279,1.31,48.99,11,34
280,1.29,49.09,9,18
281,1.24,49.59,10,34
282,1.18,49.67,4,13
283,1.22,49.83,9,29
284,1.20,49.97,10,18
285,1.20,50.00,5,9
286,1.24,50.20,10,30
287,1.23,50.40,8,23
288,1.23,50.59,11,28
289,1.21,50.89,14,42
290,1.29,50.98,9,18
291,1.31,51.20,6,25
292,1.27,51.44,12,34
293,1.33,51.53,13,19
294,1.36,51.88,11,33
295,1.33,51.96,4,14
296,1.42,52.05,8,11
297,1.36,52.20,8,24
298,1.39,52.30,6,14
299,1.42,52.72,12,44
300,1.46,52.79,3,7
301,1.48,53.13,13,39
302,1.49,53.54,16,40
303,1.45,53.78,13,28
304,1.43,53.89,7,11
305,1.41,54.21,11,24
306,1.37,54.36,7,16
307,1.34,54.40,5,9
308,1.39,54.52,5,10
309,1.37,54.78,13,32
310,1.41,54.93,9,15
311,1.36,55.03,10,21
312,1.35,55.40,13,40
313,1.30,55.55,7,15
314,1.33,55.81,9,20
315,1.31,56.06,13,31
316,1.41,56.26,7,18
317,1.42,56.35,8,20
318,1.39,56.55,11,33
319,1.34,56.69,7,22
320,1.23,56.75,5,8
321,1.14,57.08,8,26
322,1.16,57.31,10,32
323,1.18,57.46,6,22
324,1.14,57.54,8,16
325,1.18,57.62,11,16
326,1.17,57.83,9,26
327,1.30,57.88,5,8
328,1.33,58.03,8,14
329,1.42,58.10,6,13
330,1.34,58.22,8,17
331,1.30,58.38,8,22
332,1.28,58.46,7,13
333,1.36,58.58,7,24
334,1.37,58.79,9,27
335,1.45,58.93,6,17
336,1.42,59.13,9,37
337,1.44,59.33,10,18
338,1.51,59.46,7,18
339,1.48,59.61,7,25
340,1.40,59.93,12,37
341,1.43,60.07,10,24
342,1.32,60.23,9,19
343,1.31,60.42,7,24
344,1.32,60.63,9,25
345,1.34,60.79,6,19
346,1.34,60.88,8,15
347,1.31,61.00,8,22
348,1.35,61.16,8,26
349,1.36,61.24,7,13
350,1.36,61.35,9,21
351,1.43,61.40,6,11
352,1.52,61.50,8,13
353,1.43,61.65,6,16
354,1.44,61.84,8,18
355,1.43,62.19,9,30
356,1.41,62.32,9,15
357,1.46,62.41,9,13
358,1.51,62.58,9,18
359,1.46,62.77,10,23
360,1.50,62.80,6,19
361,1.47,62.87,5,10
362,1.41,63.00,4,9
363,1.42,63.25,11,29
364,1.47,63.56,11,30
365,1.40,63.66,6,11
366,1.31,63.92,6,23
367,1.40,64.15,8,20
368,1.38,64.29,5,19
369,1.36,64.52,8,24
370,1.31,64.66,7,21
371,1.33,64.78,9,26
372,1.28,65.08,16,46
373,1.19,65.23,7,25
374,1.22,65.34,9,32
375,1.23,65.42,7,12
376,1.21,65.55,9,24
377,1.18,65.73,10,17
378,1.19,65.96,13,26
379,1.15,65.98,5,6
380,1.11,66.12,6,22
381,1.04,66.33,11,30
382,1.03,66.46,8,19
383,1.10,66.56,6,20
384,1.15,66.63,6,13
385,1.13,66.74,7,13
386,1.16,66.85,9,19
387,1.18,66.95,6,22
388,1.16,67.03,6,17
389,1.13,67.34,13,32
390,1.18,67.40,7,15
391,1.10,67.46,6,15
392,0.99,67.70,9,20
393,1.03,67.88,8,38
394,0.94,68.09,8,22
395,0.89,68.25,11,28
396,0.86,68.32,10,19
397,0.90,68.55,15,38
398,0.90,68.75,7,30
399,0.89,68.85,7,21
400,0.87,68.95,7,23
401,0.86,69.13,14,37
402,0.85,69.49,12,43
403,0.89,69.66,10,25
404,0.89,69.84,14,38
405,0.95,70.08,11,48
406,0.93,70.30,11,36
407,0.95,70.47,12,31
408,0.97,70.67,10,37
409,1.00,70.74,7,16
410,0.97,71.01,14,42
411,1.02,71.11,9,24
412,1.02,71.31,7,30
413,0.98,71.57,10,33
414,0.95,71.71,8,29
415,0.91,71.84,10,20
416,0.88,71.95,6,17
417,0.88,72.09,9,23
418,0.90,72.23,9,17
419,0.89,72.37,12,23
420,0.95,72.49,9,21
421,0.98,72.55,8,14
422,1.05,72.69,10,22
423,1.04,72.95,11,36
424,1.04,73.11,9,18
425,1.08,73.45,10,33
426,1.17,73.63,9,22
427,1.18,73.80,10,27
428,1.13,74.02,11,29
429,1.22,74.19,10,23
430,1.20,74.33,11,26
431,1.23,74.67,11,29
432,1.18,74.83,8,23
433,1.15,75.03,10,26
434,1.22,75.27,10,24
435,1.18,75.37,7,15
436,1.21,75.47,9,16
437,1.15,75.53,7,11
438,1.21,75.69,12,32
439,1.22,75.86,6,23
440,1.08,76.00,3,9
441,1.09,76.06,5,14
442,1.14,76.17,10,19
443,1.16,76.27,9,18
444,1.16,76.43,12,32
445,1.15,76.54,12,39
446,1.07,76.86,13,32
447,1.03,77.08,10,26
448,1.02,77.30,17,47
449,0.99,77.33,3,6
450,1.02,77.57,15,38
451,0.94,77.75,12,44
452,0.92,78.04,9,31
453,0.87,78.17,12,29
454,0.88,78.42,14,46
455,0.89,78.63,12,53
456,0.85,78.95,13,49
457,0.86,79.12,11,44
458,0.80,79.21,5,18
459,0.77,79.53,9,39
460,0.74,79.69,7,24
461,0.76,79.85,13,36
462,0.81,80.15,10,36
463,0.84,80.23,16,22
464,0.86,80.34,9,31
465,0.79,80.41,3,9
466,0.75,80.61,11,42
467,0.78,80.68,7,21
468,0.81,80.83,13,36
469,0.82,81.05,8,29
470,0.81,81.10,6,14
471,0.84,81.15,7,14
472,0.82,81.24,5,25
473,0.81,81.34,10,31
474,0.80,81.46,11,45
475,0.79,81.60,13,32
476,0.78,81.80,14,43
477,0.77,81.98,8,25
478,0.71,82.05,7,15
479,0.75,82.10,9,18
480,0.71,82.25,7,33
481,0.73,82.43,9,31
482,0.76,82.54,9,28
483,0.75,82.66,8,28
484,0.74,82.75,8,22
485,0.75,82.82,7,29
486,0.75,82.92,7,20
487,0.74,82.99,6,17
488,0.76,83.12,11,33
489,0.78,83.17,4,15
490,0.78,83.30,9,22
491,0.83,83.36,5,35
492,0.87,83.54,11,40
493,0.86,83.56,6,9
494,0.84,83.72,9,33
495,0.84,83.81,7,16
496,0.85,84.11,10,28
497,0.86,84.25,7,25
498,0.90,84.30,7,13
499,0.88,84.47,7,30
500,0.85,84.60,11,37
501,0.85,84.73,9,22
502,0.88,84.97,10,42
503,0.84,85.15,14,38
504,0.92,85.22,9,22
505,0.95,85.36,7,28
506,0.92,85.40,5,12
507,0.92,85.51,9,33
508,0.92,85.61,9,25
509,0.92,85.78,10,31
510,0.95,85.83,7,19
511,0.94,85.96,9,20
512,0.96,86.07,7,21
513,1.02,86.28,11,43
514,1.07,86.31,4,7
515,1.09,86.34,8,18
516,1.08,86.54,14,40
517,1.06,86.64,8,22
518,1.06,86.69,9,15
519,1.08,86.91,17,44
520,1.14,87.05,9,18
521,1.14,87.32,12,32
522,1.17,87.55,19,48
523,1.15,87.88,12,44
524,1.08,87.99,6,10
525,1.09,88.23,12,39
526,1.16,88.47,14,38
527,1.18,88.56,4,8
528,1.22,88.72,5,11
529,1.26,88.86,9,23
530,1.24,88.98,9,20
531,1.22,89.14,8,19
532,1.27,89.35,11,43
533,1.22,89.56,15,33
534,1.26,89.66,6,13
535,1.28,89.83,14,34
536,1.21,89.93,8,16
537,1.21,90.01,6,20
538,1.22,90.11,5,16
539,1.28,90.26,13,25
540,1.26,90.48,13,29
541,1.20,90.55,8,20
542,1.08,90.70,7,14
543,1.08,90.83,14,24
544,0.98,90.93,6,20
545,0.92,91.04,8,17
546,0.88,91.17,11,24
547,0.89,91.23,5,10
548,0.89,91.54,8,25
549,0.88,91.61,12,26
550,0.90,91.72,6,20
551,0.93,91.95,9,37
552,0.93,92.07,8,20
553,0.97,92.26,8,21
554,0.94,92.40,9,30
555,0.97,92.57,7,27
556,1.01,92.76,12,44
557,0.99,93.00,9,37
558,1.04,93.11,7,16
559,1.09,93.21,8,19
560,1.14,93.31,8,19
561,1.23,93.32,1,1
562,1.27,93.47,5,15
563,1.16,93.48,5,9
564,1.12,93.80,12,50
565,1.13,93.86,8,19
566,1.19,93.92,7,16
567,1.18,94.17,11,31
568,1.13,94.37,10,28
569,1.18,94.52,6,18
570,1.20,94.76,10,31
571,1.27,94.87,9,27
572,1.28,94.99,8,24
573,1.28,95.15,13,30
574,1.25,95.31,12,30
575,1.30,95.49,7,18
576,1.26,95.69,9,21
577,1.26,95.86,12,47
578,1.31,96.07,9,23
579,1.32,96.29,8,21
580,1.24,96.34,5,9
581,1.23,96.62,12,35
582,1.23,96.70,10,15
583,1.16,96.95,9,36
584,1.19,97.23,15,38
585,1.23,97.38,10,32
586,1.20,97.64,9,27
587,1.21,97.83,9,29
588,1.25,97.97,8,13
589,1.20,98.08,5,15
590,1.20,98.41,15,48
591,1.18,98.58,7,15
592,1.11,98.70,7,27
593,1.05,98.84,8,21
594,1.05,99.11,9,39
595,1.06,99.24,10,27
596,1.08,99.35,5,16
597,1.08,99.61,10,30
598,1.09,99.80,10,36
599,1.07,100.00,7,30
600,1.09,100.16,9,18
601,1.02,100.48,10,33
602,0.97,100.65,7,22
603,0.93,101.04,7,34
604,0.91,101.23,12,32
605,0.95,101.44,11,32
606,0.90,101.70,12,32
607,0.95,101.77,8,23
608,1.01,101.91,4,20
609,1.01,101.99,9,14
610,1.01,102.06,4,15
611,1.03,102.13,5,8
612,1.03,102.25,6,17
613,1.08,102.31,9,15
614,1.07,102.34,5,7
615,1.05,102.36,4,7
616,0.98,102.62,7,27
617,0.97,102.70,10,18
618,0.98,102.91,10,23
619,0.96,103.06,10,39
620,0.93,103.15,9,16
621,0.94,103.21,15,28
622,0.92,103.30,6,10
623,0.96,103.43,7,22
624,0.97,103.59,11,30
625,0.94,103.68,8,18
626,0.94,103.82,7,17
627,0.93,103.88,6,12
628,0.93,104.13,10,26
629,0.89,104.27,13,30
630,0.88,104.42,7,17
631,0.87,104.61,10,31
632,0.89,104.85,8,32
633,0.91,105.04,9,24
634,0.90,105.12,9,27
635,0.90,105.21,8,13
636,0.91,105.31,10,34
637,0.91,105.43,9,38
638,0.93,105.60,11,33
639,0.92,105.74,9,25
640,0.92,105.85,12,34
641,0.92,105.96,9,18
642,0.93,106.13,12,43
643,0.95,106.26,13,35
644,1.00,106.33,5,13
645,0.94,106.45,5,16
646,0.93,106.56,8,20
647,0.96,106.68,9,28
648,0.97,106.87,6,18
649,1.03,107.01,7,19
650,1.05,107.22,11,33
651,1.09,107.35,7,26
652,1.14,107.58,8,27
653,1.18,107.68,6,21
654,1.17,107.91,12,33
655,1.20,108.09,9,24
656,1.21,108.22,10,24
657,1.09,108.32,6,16
658,1.06,108.38,4,9
659,1.01,108.57,7,28
660,1.09,108.75,8,25
661,1.14,108.82,7,20
662,1.16,108.93,7,14
663,1.20,109.09,9,24
664,1.22,109.23,6,23
665,1.13,109.52,11,38
666,1.15,109.64,8,25
667,1.11,109.84,11,28
668,1.12,110.13,12,31
669,1.16,110.21,7,15
670,1.21,110.42,6,21
671,1.24,110.61,10,29
672,1.30,110.72,11,16
673,1.25,110.92,11,28
674,1.19,111.00,8,19
675,1.16,111.12,14,26
676,1.20,111.30,9,31
677,1.16,111.43,6,24
678,1.15,111.57,8,25
679,1.14,111.65,8,16
680,1.18,111.92,12,38
681,1.21,112.05,11,23
682,1.21,112.17,7,17
683,1.13,112.65,12,36
684,1.13,112.94,10,26
685,1.08,113.00,5,14
686,1.09,113.24,13,39
687,1.10,113.44,11,24
688,1.07,113.54,9,15
689,1.13,113.66,9,27
690,1.13,113.93,15,38
691,1.23,114.05,6,15
692,1.19,114.26,10,34
693,1.25,114.45,8,18
694,1.24,114.71,11,36
695,1.28,114.79,6,14
696,1.28,115.04,6,16
697,1.28,115.23,8,20
698,1.25,115.59,11,31
699,1.22,115.85,13,35
700,1.24,116.15,11,33
701,1.25,116.46,11,32
702,1.19,116.64,9,23
703,1.23,117.00,11,31
704,1.21,117.20,13,40
705,1.18,117.33,10,23
706,1.17,117.44,9,18
707,1.25,117.48,8,20
708,1.27,117.52,3,10
709,1.29,117.58,7,11
710,1.24,117.77,11,23
711,1.19,117.80,2,5
712,1.18,118.02,9,26
713,1.18,118.10,6,17
714,1.26,118.26,8,23
715,1.23,118.46,8,21
716,1.22,118.54,8,17
717,1.13,118.61,7,22
718,1.09,118.77,6,19
719,1.09,118.94,10,27
720,1.10,119.05,7,11
721,1.13,119.29,7,32
722,1.10,119.44,8,22
723,1.20,119.56,7,16
724,1.12,119.78,8,31
725,1.14,119.88,10,18
726,1.18,120.05,9,29
727,1.26,120.13,7,14
728,1.29,120.27,9,16
729,1.27,120.41,7,16
730,1.37,120.69,9,25
731,1.48,120.90,8,20
732,1.46,121.25,15,25
733,1.52,121.29,4,4
734,1.52,121.41,7,12
735,1.60,121.48,4,10
736,1.59,121.51,4,4
737,1.59,121.69,7,17
738,1.45,121.71,3,6
739,1.53,121.82,7,14
740,1.47,122.06,5,21
741,1.43,122.35,12,26
742,1.41,122.50,8,25
743,1.30,122.62,6,12
744,1.32,122.65,4,5
745,1.33,122.75,12,21
746,1.42,122.77,2,4
747,1.17,122.83,2,7
748,1.24,122.92,7,16
749,1.25,122.99,6,11
750,1.29,123.14,11,24
751,1.28,123.32,7,22
752,1.36,123.48,9,21
753,1.34,123.55,9,20
754,1.37,123.72,9,19
755,1.37,123.86,6,16
756,1.36,123.99,7,17
757,1.32,124.08,5,12
758,1.32,124.20,10,27
759,1.28,124.46,10,29
760,1.20,124.56,6,14
761,1.24,125.01,14,44
762,1.21,125.15,6,20
763,1.17,125.40,15,31
764,1.13,125.61,11,29
765,1.11,125.73,11,28
766,1.11,125.93,13,27
767,1.08,125.99,6,14
768,1.10,126.16,13,35
769,1.05,126.28,7,18
770,1.08,126.38,9,21
771,1.07,126.62,14,31
772,1.09,126.89,10,27
773,1.16,127.04,10,23
774,1.03,127.14,5,12
775,1.03,127.21,5,17
776,1.01,127.38,10,32
777,1.01,127.56,11,30
778,1.03,127.66,6,19
779,1.07,127.85,14,43
780,1.11,128.00,8,31
781,1.06,128.09,8,19
782,1.12,128.24,7,26
783,1.17,128.36,8,19
784,1.22,128.41,8,18
785,1.24,128.49,6,15
786,1.21,128.58,9,22
787,1.29,128.74,7,18
788,1.27,128.85,10,20
789,1.24,128.97,9,17
790,1.31,129.04,8,11
791,1.39,129.18,8,19
792,1.37,129.49,13,29
793,1.35,129.73,9,19
794,1.30,129.80,6,9
795,1.34,129.97,9,19
796,1.39,130.12,9,23
797,1.41,130.22,10,13
798,1.40,130.48,5,21
799,1.44,130.61,12,34
800,1.49,130.71,9,17
801,1.48,130.96,13,26
802,1.39,131.04,6,9
803,1.35,131.13,5,12
804,1.25,131.14,3,4
805,1.16,131.47,10,36
806,1.15,131.85,15,47
807,1.07,131.93,5,15
808,1.06,132.26,11,37
809,1.07,132.44,12,29
810,1.07,132.52,7,18
811,1.08,132.94,13,43
812,1.08,133.24,16,52
813,1.11,133.56,12,37
814,1.05,133.81,10,35
815,1.03,133.93,9,22
816,0.93,134.16,11,21
817,0.94,134.33,10,37
818,0.99,134.44,6,17
819,0.99,134.54,8,19
820,0.96,134.75,12,30
821,1.00,134.82,9,21
822,0.95,134.91,9,16
823,0.92,134.96,5,14
824,0.86,135.08,7,13
825,0.87,135.24,10,29
826,0.86,135.38,7,26
827,0.81,135.48,8,17
828,0.84,135.58,12,30
829,0.87,135.83,14,43
830,0.92,135.89,7,16
831,0.86,135.97,6,14
832,0.88,136.02,9,12
833,0.88,136.21,8,26
834,0.85,136.36,7,20
835,0.85,136.43,11,23
836,0.90,136.56,7,25
837,0.88,136.63,10,13
838,0.83,136.85,8,27
839,0.83,136.98,11,32
840,0.81,137.25,10,43
841,0.81,137.39,9,25
842,0.83,137.52,9,28
843,0.78,137.68,9,36
844,0.80,137.79,8,22
845,0.83,137.86,10,37
846,0.81,137.94,6,15
847,0.86,137.95,2,2
848,0.95,138.07,7,17
849,0.98,138.26,9,26
850,0.95,138.61,14,40
851,0.92,138.78,9,18
852,0.94,138.97,9,25
853,0.93,139.15,10,34
854,0.98,139.30,8,21
855,0.98,139.40,8,24
856,0.96,139.58,12,27
857,0.99,139.86,15,47
858,0.98,140.02,8,29
859,0.97,140.12,12,27
860,0.95,140.32,8,19
861,0.94,140.43,9,28
862,0.90,140.54,5,17
863,0.90,140.71,9,18
864,0.92,140.79,8,21
865,0.94,140.87,8,23
866,0.93,140.97,11,23
867,0.91,141.08,4,14
868,0.93,141.18,9,28
869,0.90,141.24,7,13
870,0.90,141.39,7,27
871,0.93,141.47,8,22
872,0.99,141.67,4,20
873,0.99,141.75,5,16
874,1.11,141.81,7,20
875,1.11,141.94,7,22
876,1.13,142.21,10,31
877,1.15,142.39,9,26
878,1.15,142.59,7,33
879,1.12,142.74,9,24
880,1.10,142.83,6,14
881,1.08,143.04,11,27
882,1.10,143.18,10,20
883,1.14,143.27,4,14
884,1.05,143.42,7,14
885,1.04,143.56,9,26
886,0.96,143.70,8,25
887,0.95,143.85,9,20
888,1.01,143.98,7,16
889,0.98,144.04,9,21
890,0.97,144.26,9,28
891,1.00,144.33,4,13
892,0.97,144.43,9,29
893,0.93,144.48,4,16
894,0.95,144.68,14,41
895,0.96,144.90,12,40
896,0.91,145.07,16,30
897,0.91,145.16,8,15
898,0.98,145.35,10,35
899,0.96,145.49,12,32
900,0.95,145.57,9,21
901,1.00,145.71,13,23
902,0.96,145.83,7,18
903,0.98,146.07,7,26
904,1.04,146.14,7,17
905,1.01,146.25,7,12
906,0.96,146.39,11,28
907,0.93,146.61,11,31
908,0.91,146.66,6,14
909,0.90,146.93,13,42
910,0.92,147.09,13,39
911,0.93,147.20,10,38
912,0.92,147.46,15,46
913,0.87,147.53,8,20
914,0.87,147.74,15,40
915,0.84,147.88,12,29
916,0.83,148.03,12,26
917,0.87,148.05,6,10
918,0.91,148.22,12,34
919,0.93,148.30,11,22
920,0.93,148.50,8,32
921,0.92,148.55,8,12
922,0.93,148.83,10,33
923,0.90,148.92,11,30
924,0.90,149.10,9,26
925,0.95,149.14,7,13
926,0.97,149.26,7,18
927,0.99,149.70,12,47
928,1.01,149.81,6,15
929,0.95,149.92,9,25
930,0.97,150.14,11,24
931,0.97,150.29,11,32
932,0.87,150.46,8,30
933,0.89,150.52,9,27
934,0.88,150.68,16,26
935,0.90,150.97,13,37
936,0.86,151.13,15,39
937,0.87,151.36,14,48
938,0.84,151.53,8,25
939,0.83,151.86,15,55
940,0.84,151.95,10,18
941,0.83,152.08,8,20
942,0.80,152.18,8,33
943,0.80,152.32,11,36
944,0.82,152.38,7,14
945,0.81,152.44,7,25
946,0.80,152.48,6,27
947,0.81,152.59,12,31
948,0.80,152.74,9,20
949,0.79,152.90,9,36
950,0.79,153.08,12,43
951,0.76,153.24,13,32
952,0.74,153.36,9,31
953,0.71,153.43,9,18
954,0.72,153.53,10,28
955,0.75,153.57,7,13
956,0.73,153.86,11,47
957,0.64,154.05,8,41
958,0.66,154.07,6,10
959,0.72,154.18,12,27
960,0.75,154.26,9,17
961,0.79,154.31,7,17
962,0.79,154.45,10,26
963,0.76,154.56,8,20
964,0.77,154.74,10,26
965,0.78,154.77,3,3
966,0.78,154.83,9,22
967,0.71,155.00,11,30
968,0.67,155.03,6,14
969,0.69,155.25,13,43
970,0.74,155.43,11,41
971,0.82,155.50,8,15
972,0.81,155.74,14,49
973,0.84,155.85,10,25
974,0.87,156.04,18,50
975,0.91,156.14,8,24
976,0.93,156.27,11,27
977,0.93,156.60,13,40
978,0.97,156.63,4,13
979,1.03,156.72,4,8
980,1.01,156.84,8,16
981,0.98,156.96,8,20
982,0.99,157.12,9,23
983,0.93,157.33,8,28
984,0.92,157.47,10,27
985,0.92,157.56,5,17
986,0.92,157.68,11,24
987,1.01,157.75,4,8
988,0.98,158.05,12,41
989,0.97,158.10,7,12
990,0.95,158.20,7,17
991,0.95,158.36,10,26
992,0.94,158.65,11,32
993,0.95,158.73,9,22
994,0.88,158.86,9,38
995,0.89,159.11,10,30
