TraderName InitIncome InitShares OpProb SellProb Income Shares Wealth NbSellSuccess NbSellFailures NbBuySuccess NbBuyFailures
ma_trader70      10.00         10   0.44     0.27   2.94    21 253.69             5              6            8            21
ma_trader49      10.00         10   0.94     0.29   0.60    21 251.35             4              4           12             9
ma_trader47      10.00         10   0.46     0.22   2.22    27 324.62             7              9           12            18
ma_trader48      10.00         10   0.11     0.37   3.50     1  15.44             8              7            4            11
ma_trader45      10.00         10   0.25     0.14   0.68    14 167.85             5              0            9             6
ma_trader46      10.00         10   0.77     0.55   5.59     2  29.47             4              7            5            11
ma_trader43      10.00         10   0.22     0.51   5.26     8 100.78             5              5            6            17
ma_trader44      10.00         10   0.15     0.01   0.97    24 287.54             8              5           10            12
trader21        10.00         10   0.09     0.12  20.63    26 331.08            63             36           75           141
ma_trader41      10.00         10   0.63     0.95   0.71     8  96.23             6             10            7            53
trader20        10.00         10   0.28     0.19  11.01     4  58.77           121            132          130           323
ma_trader42      10.00         10   0.50     0.11   0.59    22 263.29             9              9            9            12
trader23        10.00         10   0.34     0.51  38.51     0  38.51           124            124          115           278
trader22        10.00         10   0.85     0.71  11.30     0  11.30            27             19           22            80
ma_trader40      10.00         10   0.85     0.27   1.59     3  37.41             8             19            5            43
trader29        10.00         10   0.77     0.29  15.03     0  15.03           158            153          164           457
trader28        10.00         10   0.78     0.20  17.64     0  17.64           281            282          279           691
trader25        10.00         10   0.98     0.44  11.94     0  11.94           104             76           96           293
trader24        10.00         10   0.81     0.22  16.58     0  16.58           179            158          180           463
trader27        10.00         10   0.45     0.80  24.61     0  24.61            59             65           51           144
trader26        10.00         10   0.94     0.34  16.01     0  16.01           141             89          132           380
ma_trader5      10.00         10   0.73     0.80   2.18    27 324.58             8              5           12            20
ma_trader6      10.00         10   0.90     0.15   0.24     4  48.00             8              8            6            19
ma_trader7      10.00         10   0.61     0.55   3.22     7  86.80             8             21           11            77
ma_trader8      10.00         10   0.15     0.16   0.92     2  24.80             3              5            5            16
ma_trader1      10.00         10   0.68     0.48   1.54     2  25.43             9              3            3            63
ma_trader2      10.00         10   0.39     0.11   0.95    22 263.64             8              1           10             1
ma_trader3      10.00         10   0.42     0.14   6.66     1  18.60             5              4            6             6
ma_trader4      10.00         10   0.82     0.55   4.72     2  28.60             6              7            5            22
ma_trader58      10.00         10   0.89     0.71   0.85    19 227.72             5              8           10             6
ma_trader59      10.00         10   0.78     0.52   3.28     2  27.16             7              6            7             9
ma_trader56      10.00         10   0.34     0.63   0.81    24 287.38             7              0           14            12
ma_trader57      10.00         10   0.40     0.78   0.74    12 144.02             4              0            5             6
ma_trader54      10.00         10   0.98     0.63   4.74     1  16.68             7              6            4            13
ma_trader55      10.00         10   0.26     0.03   3.47     1  15.41             8              4            5            14
ma_trader52      10.00         10   0.33     0.20   0.47    21 251.22            11              1           12            13
ma_trader53      10.00         10   0.95     0.75   0.54    25 299.06             5              1            8            11
ma_trader50      10.00         10   0.77     0.86   5.10     6  76.74             4              1            6            19
ma_trader51      10.00         10   0.33     0.92   0.86    34 406.84             7              0           15             6
trader30        10.00         10   0.87     0.72  17.43     0  17.43           121            132          111           278
ma_trader27      10.00         10   0.26     0.97   4.90    18 219.83             5              7            8            33
ma_trader28      10.00         10   0.56     0.32   0.34    15 179.45             8              4            9             3
ma_trader25      10.00         10   0.79     0.09   0.65    16 191.70             6             15            9            11
ma_trader26      10.00         10   0.56     0.29   1.99     2  25.87             4              3            5            14
ma_trader23      10.00         10   0.59     0.18   1.40     2  25.28             2              1            3             6
ma_trader24      10.00         10   0.97     0.80   2.67     5  62.38             3             10            6             7
ma_trader21      10.00         10   0.25     0.68   0.88    19 227.75             7              2            6            11
ma_trader22      10.00         10   0.36     0.18   4.11     5  63.81             5             13            4            11
ma_trader20      10.00         10   0.74     0.69   0.60     4  48.37             7              2            8            23
ma_trader18      10.00         10   0.54     0.49   0.98     2  24.86             3              9            5            14
ma_trader19      10.00         10   1.00     0.83   6.94     2  30.82             5              0            5            13
ma_trader38      10.00         10   0.12     0.91   0.95    26 311.40             5              4           13             6
ma_trader39      10.00         10   0.54     0.36   3.84    27 326.23             9              5           11            26
ma_trader36      10.00         10   0.30     0.47   4.39     6  76.04             6              6            9            29
ma_trader37      10.00         10   0.23     0.80   6.97     2  30.85             9             15            4            16
ma_trader9      10.00         10   0.95     0.47   0.37    20 239.18             6              9            9             3
ma_trader34      10.00         10   0.89     0.78   0.61    24 287.19             9             11           12             1
ma_trader35      10.00         10   0.21     0.58   1.00    17 203.98             8              0           10             4
ma_trader32      10.00         10   0.66     0.32   3.59     4  51.35             4             12            7            12
ma_trader33      10.00         10   0.28     0.21   0.48    14 167.65             7              2           10             7
ma_trader30      10.00         10   0.20     0.65   2.48    25 300.99             5             14           10            25
trader10        10.00         10   0.10     0.11  48.79    10 168.19            46             42           55           103
ma_trader31      10.00         10   0.58     0.27   1.71     3  37.53             8              5            3            18
trader12        10.00         10   0.52     0.19   6.51     1  18.45           136            143          135           313
trader11        10.00         10   0.52     0.38  28.21     0  28.21           161            220          151           382
trader18        10.00         10   0.92     0.23  16.54     0  16.54           212            212          213           570
trader17        10.00         10   0.15     0.85  30.24     0  30.24            15             10           10            34
trader19        10.00         10   0.97     0.92  13.90     0  13.90            25             30           18            40
trader14        10.00         10   0.70     0.38  26.55     0  26.55           345            356          310           789
trader13        10.00         10   0.31     0.83  18.63     0  18.63            75             85           58            86
trader16        10.00         10   0.49     0.23   9.91     0   9.91            76             62           71           191
trader15        10.00         10   0.64     0.45   5.81     1  17.75           112             88          105           287
ma_trader29      10.00         10   0.34     0.47   5.69     2  29.57             6             11            5            12
